model	percentile	io_type	io_size	latency
HFA	11	nsRead	64.0	0.255633156966490299823633156966490300
HFA	12	nsRead	64.0	0.274771573604060913705583756345177665
HFA	13	nsRead	64.0	0.294922344225426643735943907924328615
HFA	14	nsRead	64.0	0.315926829268292682926829268292682927
HFA	15	nsRead	64.0	0.337631865144100054377379010331702012
HFA	16	nsRead	64.0	0.359910256410256410256410256410256410
HFA	17	nsRead	64.0	0.382664937560038424591738712776176753
HFA	18	nsRead	64.0	0.405578907882750120572316596109533251
HFA	19	nsRead	64.0	0.428747572815533980582524271844660194
HFA	20	nsRead	64.0	0.451842178576403398802061568463574314
HFA	21	nsRead	64.0	0.474931414009451460460315156207157949
HFA	22	nsRead	64.0	0.497833333333333333333333333333333333
HFA	23	nsRead	64.0	0.520640287769784172661870503597122302
HFA	24	nsRead	64.0	0.543191641062002678641771054912156307
HFA	25	nsRead	64.0	0.565444194756554307116104868913857678
HFA	26	nsRead	64.0	0.587528662420382165605095541401273885
HFA	27	nsRead	64.0	0.609342516869740216482382564014171281
HFA	28	nsRead	64.0	0.630878058862433862433862433862433862
HFA	29	nsRead	64.0	0.652136457745153397327310370788631658
HFA	30	nsRead	64.0	0.673068198665678280207561156412157153
HFA	31	nsRead	64.0	0.693827868852459016393442622950819672
HFA	32	nsRead	64.0	0.714258523550838805631530520929177328
HFA	33	nsRead	64.0	0.734624219997097663619213466840806850
HFA	34	nsRead	64.0	0.754923889490790899241603466955579632
HFA	35	nsRead	64.0	0.774974871565780656689747598838507929
HFA	36	nsRead	64.0	0.795108762287284642215410633125462425
HFA	37	nsRead	64.0	0.815254721500794271161653092614538945
HFA	38	nsRead	64.0	0.835396545233224992784268450311845094
HFA	39	nsRead	64.0	0.855480519480519480519480519480519481
HFA	40	nsRead	64.0	0.875555467080513191357974535438317096
HFA	41	nsRead	64.0	0.895744424209455783921856152881909132
HFA	42	nsRead	64.0	0.916070215887654579752672395724166841
HFA	43	nsRead	64.0	0.936420174346201743462017434620174346
HFA	44	nsRead	64.0	0.956934020618556701030927835051546392
HFA	45	nsRead	64.0	0.977521553945904885922791025745367733
HFA	46	nsRead	64.0	0.998326732064331621513576678249638673
HFA	47	nsRead	64.0	1.019514563106796116504854368932038835
HFA	48	nsRead	64.0	1.040983133617314914341069840890693632
HFA	49	nsRead	64.0	1.062672490128036376690199832475768817
HFA	50	nsRead	64.0	1.084655239448659479018565644920610514
HFA	51	nsRead	64.0	1.107016478370309664578821050166832524
HFA	52	nsRead	64.0	1.129645266349717366076442181709280126
HFA	53	nsRead	64.0	1.152744607029717906169859707346507769
HFA	54	nsRead	64.0	1.176375144222844898631943299818691281
HFA	55	nsRead	64.0	1.200373389677525231804381718224337409
HFA	56	nsRead	64.0	1.225027574590202286445092565154327246
HFA	57	nsRead	64.0	1.250175813391711330867366196119876198
HFA	58	nsRead	64.0	1.275981711777615215801024140453547915
HFA	59	nsRead	64.0	1.302562500000000000000000000000000000
HFA	60	nsRead	64.0	1.330019167217448777263714474553866490
HFA	61	nsRead	64.0	1.358366898816866805123960919647922880
HFA	62	nsRead	64.0	1.387631977723092863618702240642403834
HFA	63	nsRead	64.0	1.417897226517201391573250869733281794
HFA	64	nsRead	64.0	1.449298623578695391980849790544584081
HFA	65	nsRead	64.0	1.481938388625592417061611374407582938
HFA	66	nsRead	64.0	1.516239270762682133919592113572046682
HFA	67	nsRead	64.0	1.551835321491324401493520755545793982
HFA	68	nsRead	64.0	1.589041147206547285286503382207322747
HFA	69	nsRead	64.0	1.628017162153214593127193272859696749
HFA	70	nsRead	64.0	1.668867220586956791733422755442949936
HFA	71	nsRead	64.0	1.711599034864176110177303041804478664
HFA	72	nsRead	64.0	1.756517934782608695652173913043478261
HFA	73	nsRead	64.0	1.804073627185422309775917261758187639
HFA	74	nsRead	64.0	1.854382571946065606761923928355805997
HFA	75	nsRead	64.0	1.907673766243592411144948644712202319
HFA	76	nsRead	64.0	1.964492678788772913362593589790875226
HFA	77	nsRead	64.0	2.024969935181354295959178044407667908
HFA	78	nsRead	64.0	2.089721030848124438582327992995781550
HFA	79	nsRead	64.0	2.159329949238578680203045685279187817
HFA	80	nsRead	64.0	2.233786885245901639344262295081967213
HFA	81	nsRead	64.0	2.314258843024049584149231232478066607
HFA	82	nsRead	64.0	2.401642808479078271068336265480009659
HFA	83	nsRead	64.0	2.496826553998222665689652484370371525
HFA	84	nsRead	64.0	2.601412280701754385964912280701754386
HFA	85	nsRead	64.0	2.716614697120158887785501489572989076
HFA	86	nsRead	64.0	2.844100236206165586578644540003633941
HFA	87	nsRead	64.0	2.984843750000000000000000000000000000
HFA	88	nsRead	64.0	3.142998388806444774220903116387534450
HFA	89	nsRead	64.0	3.323759699420076778567344605080454137
HFA	90	nsRead	64.0	3.530112921621326774503872816891630550
HFA	91	nsRead	64.0	3.771022180652057723142704436130411545
HFA	92	nsRead	64.0	4.054858916478555304740406320541760722
HFA	93	nsRead	64.0	4.397367153288025622291761440656548251
HFA	94	nsRead	64.0	4.829308092640206737232279199676320495
HFA	95	nsRead	64.0	5.385101565925067736415959575346167432
HFA	96	nsRead	64.0	6.139233487691932732147209359005605654
HFA	97	nsRead	64.0	7.240144690053711024054739155868328222
HFA	98	nsRead	64.0	9.049847457430922918427114563196703284
HFA	99	nsRead	64.0	12.721898884143821463011434081829453093
AFA	0	seqRead	512.0	0.000000000000000000000000000000000000
AFA	1	seqRead	512.0	0.035595880381862189168851604991735466
AFA	2	seqRead	512.0	0.064506362647340628009729633047895916
AFA	3	seqRead	512.0	0.085839493401185057359945765576989109
AFA	4	seqRead	512.0	0.102335526315789473684210526315789474
AFA	5	seqRead	512.0	0.116672518422193324664065886432596446
AFA	6	seqRead	512.0	0.130050000000000000000000000000000000
AFA	7	seqRead	512.0	0.141951858770081334390883789910405452
AFA	8	seqRead	512.0	0.153824872423135330697197382245979475
AFA	9	seqRead	512.0	0.165574687714896736214492446970097710
AFA	10	seqRead	512.0	0.176510282776349614395886889460154242
AFA	11	seqRead	512.0	0.187224355975867733316311621008915454
AFA	12	seqRead	512.0	0.196988440092479260165918672650618795
AFA	13	seqRead	512.0	0.206680719476369633561820337061279184
AFA	14	seqRead	512.0	0.216891262366332881347928757547620279
AFA	15	seqRead	512.0	0.226996863863150392017106200997861725
AFA	16	seqRead	512.0	0.236865900748006412131353463072426701
AFA	17	seqRead	512.0	0.246917298309141682265934268266486636
AFA	18	seqRead	512.0	0.257187801426773797108261480534868804
AFA	19	seqRead	512.0	0.267588691376701966717095310136157337
AFA	20	seqRead	512.0	0.278161181728100166024660896270679257
AFA	21	seqRead	512.0	0.288940789473684210526315789473684211
AFA	22	seqRead	512.0	0.299595014767854274027113533286372793
AFA	23	seqRead	512.0	0.310279950669485553206483439041578576
AFA	24	seqRead	512.0	0.320500000000000000000000000000000000
AFA	25	seqRead	512.0	0.330843075038966822533956802493876642
AFA	26	seqRead	512.0	0.341758083333333333333333333333333333
AFA	27	seqRead	512.0	0.353050000000000000000000000000000000
AFA	28	seqRead	512.0	0.363937947903703385830150624383126636
AFA	29	seqRead	512.0	0.375217614878984609834058621675142440
AFA	30	seqRead	512.0	0.386592695986324399926536032663210093
AFA	31	seqRead	512.0	0.397943758540210689173003800412191444
AFA	32	seqRead	512.0	0.409464513256148523669247105569637597
AFA	33	seqRead	512.0	0.420899474687883895666085764077364797
AFA	34	seqRead	512.0	0.432637357682335700597452372900462180
AFA	35	seqRead	512.0	0.444894459102902374670184696569920844
AFA	36	seqRead	512.0	0.457122828614416632471618109697715771
AFA	37	seqRead	512.0	0.469258212690799358805335476229340097
AFA	38	seqRead	512.0	0.482000000000000000000000000000000000
AFA	39	seqRead	512.0	0.495085832872163807415605976757055894
AFA	40	seqRead	512.0	0.509263817650441906595147830373595934
AFA	41	seqRead	512.0	0.524459419054004500194198351375336592
AFA	42	seqRead	512.0	0.540319205607476635514018691588785047
AFA	43	seqRead	512.0	0.556506410256410256410256410256410256
AFA	44	seqRead	512.0	0.572984263203077899174445859374647625
AFA	45	seqRead	512.0	0.590213830144343739509902651896609601
AFA	46	seqRead	512.0	0.608591441248032059539144124803205954
AFA	47	seqRead	512.0	0.627864367816091954022988505747126437
AFA	48	seqRead	512.0	0.647855692056577361488695877765226650
AFA	49	seqRead	512.0	0.668455425141490900275039918407610831
AFA	50	seqRead	512.0	0.689608635013812596116110178624160602
AFA	51	seqRead	512.0	0.711979507975128413084617464179507975
AFA	52	seqRead	512.0	0.735400000000000000000000000000000000
AFA	53	seqRead	512.0	0.759658502264279916264365360789507412
AFA	54	seqRead	512.0	0.785010981816645899769804227999408671
AFA	55	seqRead	512.0	0.811711518727552591072344792201128784
AFA	56	seqRead	512.0	0.839715950180795500200883889112093210
AFA	57	seqRead	512.0	0.869004817159996364407549913654679310
AFA	58	seqRead	512.0	0.899947007481296758104738154613466334
AFA	59	seqRead	512.0	0.932115151606402187745014392765808900
AFA	60	seqRead	512.0	0.965753616497383810403200984918436442
AFA	61	seqRead	512.0	1.000711675126903553299492385786802030
AFA	62	seqRead	512.0	1.037263738053866203301476976542137272
AFA	63	seqRead	512.0	1.075769600000000000000000000000000000
AFA	64	seqRead	512.0	1.115912819411638393815761219669315010
AFA	65	seqRead	512.0	1.157106913178197443344286378546208842
AFA	66	seqRead	512.0	1.200522283659785470252954256941545330
AFA	67	seqRead	512.0	1.245272727272727272727272727272727273
AFA	68	seqRead	512.0	1.290862681623691447669147014964518280
AFA	69	seqRead	512.0	1.339560183471028708795004282832748473
AFA	70	seqRead	512.0	1.391000000000000000000000000000000000
AFA	71	seqRead	512.0	1.445120000000000000000000000000000000
AFA	72	seqRead	512.0	1.502386505081648966541052871988123787
AFA	73	seqRead	512.0	1.562017907932160539344780364479089856
AFA	74	seqRead	512.0	1.622497801162242814512329197424218627
AFA	75	seqRead	512.0	1.687500000000000000000000000000000000
AFA	76	seqRead	512.0	1.756811250789850011639894908377398650
AFA	77	seqRead	512.0	1.830702416320063378886908298673004555
AFA	78	seqRead	512.0	1.911437500000000000000000000000000000
AFA	79	seqRead	512.0	1.998762359114159668176288674903633352
AFA	80	seqRead	512.0	2.095783950617283950617283950617283951
AFA	81	seqRead	512.0	2.199420162381596752368064952638700947
AFA	82	seqRead	512.0	2.312210748155953635405690200210748156
AFA	83	seqRead	512.0	2.438120000000000000000000000000000000
AFA	84	seqRead	512.0	2.579541018090029448885149347917543122
AFA	85	seqRead	512.0	2.736831575386358698193279737724396087
AFA	86	seqRead	512.0	2.909946558575335234645923297433228004
AFA	87	seqRead	512.0	3.099435207823960880195599022004889976
AFA	88	seqRead	512.0	3.308166828322017458777885548011639185
AFA	89	seqRead	512.0	3.549244952893674293405114401076716016
AFA	90	seqRead	512.0	3.822062685827552031714568880079286422
AFA	91	seqRead	512.0	4.126474178225286569826101969281551983
AFA	92	seqRead	512.0	4.491262421070925135651804506922586750
AFA	93	seqRead	512.0	4.936070717912342268349137609198835212
AFA	94	seqRead	512.0	5.450211538461538461538461538461538462
AFA	95	seqRead	512.0	6.074580867498514557338086749851455734
AFA	96	seqRead	512.0	6.790407638086003058218028568231827845
AFA	97	seqRead	512.0	7.670720811680277159119029943083395199
AFA	98	seqRead	512.0	9.341221882236189216010585511081706914
AFA	99	seqRead	512.0	13.863276683720770525014593276791539333
HFA	0	seqRead	512.0	0.000000000000000000000000000000000000
HFA	1	seqRead	512.0	0.052000000000000000000000000000000000
HFA	2	seqRead	512.0	0.100697898423817863397548161120840630
HFA	3	seqRead	512.0	0.135480666296834940102253474669025593
HFA	4	seqRead	512.0	0.168619003476245654692931633835457706
HFA	5	seqRead	512.0	0.207400391802290536467751657625075347
HFA	6	seqRead	512.0	0.247782554276603369209009717074386775
HFA	7	seqRead	512.0	0.288077901707912164517253398396653886
HFA	8	seqRead	512.0	0.328500000000000000000000000000000000
HFA	9	seqRead	512.0	0.370000000000000000000000000000000000
HFA	10	seqRead	512.0	0.412170044528403724193766023478612873
HFA	11	seqRead	512.0	0.454165221174456525583797282097354961
HFA	12	seqRead	512.0	0.496489709013484740951029098651525905
HFA	13	seqRead	512.0	0.538903225806451612903225806451612903
HFA	14	seqRead	512.0	0.582654991948470209339774557165861514
HFA	15	seqRead	512.0	0.628590426683993935455923760017327269
HFA	16	seqRead	512.0	0.674510356792007190184562004890997638
HFA	17	seqRead	512.0	0.722006569710455906116718323664203025
HFA	18	seqRead	512.0	0.769868965517241379310344827586206897
HFA	19	seqRead	512.0	0.818584718923198733174980205859065717
HFA	20	seqRead	512.0	0.869171929186003012931339541185153730
HFA	21	seqRead	512.0	0.920352931244974066568376044252333547
HFA	22	seqRead	512.0	0.972666666666666666666666666666666667
HFA	23	seqRead	512.0	1.025109001731102135025966532025389498
HFA	24	seqRead	512.0	1.079249352344612912943066572949091274
HFA	25	seqRead	512.0	1.135636727814654760866948121764615532
HFA	26	seqRead	512.0	1.193130718954248366013071895424836601
HFA	27	seqRead	512.0	1.252752310536044362292051756007393715
HFA	28	seqRead	512.0	1.313319209957266779073510842066423919
HFA	29	seqRead	512.0	1.375139162963101998708357925280800067
HFA	30	seqRead	512.0	1.437723270440251572327044025157232704
HFA	31	seqRead	512.0	1.502423120749117538324411650013420508
HFA	32	seqRead	512.0	1.569028117359413202933985330073349633
HFA	33	seqRead	512.0	1.636089329197104639914606891490710164
HFA	34	seqRead	512.0	1.703901721265963353692393114936146585
HFA	35	seqRead	512.0	1.772805343318322117087486717603602692
HFA	36	seqRead	512.0	1.843062581486310299869621903520208605
HFA	37	seqRead	512.0	1.916855571919489445262641138929798724
HFA	38	seqRead	512.0	1.991407151495783953431878794019722083
HFA	39	seqRead	512.0	2.068277960791912928333817782514614217
HFA	40	seqRead	512.0	2.146879699248120300751879699248120301
HFA	41	seqRead	512.0	2.226970488295237848705271241576281570
HFA	42	seqRead	512.0	2.308445115934879131721756290083867785
HFA	43	seqRead	512.0	2.392209016393442622950819672131147541
HFA	44	seqRead	512.0	2.478371849503337744877034279148911415
HFA	45	seqRead	512.0	2.568340656744625561067800614221592251
HFA	46	seqRead	512.0	2.661408869218715950480973777330413938
HFA	47	seqRead	512.0	2.756539428806740620608789707237048813
HFA	48	seqRead	512.0	2.853523550176500252143217347453353505
HFA	49	seqRead	512.0	2.953208516886930983847283406754772394
HFA	50	seqRead	512.0	3.055399581589958158995815899581589958
HFA	51	seqRead	512.0	3.161381159938073121352864118137430035
HFA	52	seqRead	512.0	3.270455021860314427807522352964752957
HFA	53	seqRead	512.0	3.382330434782608695652173913043478261
HFA	54	seqRead	512.0	3.495914316066010710491748661188531417
HFA	55	seqRead	512.0	3.611867088607594936708860759493670886
HFA	56	seqRead	512.0	3.729555064825596551903926032777768122
HFA	57	seqRead	512.0	3.850232870954182429592265657839428331
HFA	58	seqRead	512.0	3.975210290389298462154318310704873737
HFA	59	seqRead	512.0	4.105291139240506329113924050632911392
HFA	60	seqRead	512.0	4.240318091451292246520874751491053678
HFA	61	seqRead	512.0	4.380540327079479726357203675974045039
HFA	62	seqRead	512.0	4.528300380228136882129277566539923954
HFA	63	seqRead	512.0	4.684276495764867857891113705067193439
HFA	64	seqRead	512.0	4.846088182791860049982149232416993931
HFA	65	seqRead	512.0	5.012486802721088435374149659863945578
HFA	66	seqRead	512.0	5.185538461538461538461538461538461538
HFA	67	seqRead	512.0	5.365689518413597733711048158640226629
HFA	68	seqRead	512.0	5.551227461139896373056994818652849741
HFA	69	seqRead	512.0	5.746032435129740518962075848303393214
HFA	70	seqRead	512.0	5.951438530237305435059964276601173769
HFA	71	seqRead	512.0	6.164263534218590398365679264555669050
HFA	72	seqRead	512.0	6.387380000000000000000000000000000000
HFA	73	seqRead	512.0	6.625879281785849787009589966470590050
HFA	74	seqRead	512.0	6.874077514967362550061835068264277349
HFA	75	seqRead	512.0	7.137248971949832861698398721028648616
HFA	76	seqRead	512.0	7.418024096385542168674698795180722892
HFA	77	seqRead	512.0	7.720675469296850143175310213172128540
HFA	78	seqRead	512.0	8.048263488814154116098844860359701711
HFA	79	seqRead	512.0	8.397265875462392108508014796547472256
HFA	80	seqRead	512.0	8.777358095550696160141228027376236965
HFA	81	seqRead	512.0	9.187767942583732057416267942583732057
HFA	82	seqRead	512.0	9.629078947368421052631578947368421053
HFA	83	seqRead	512.0	10.113166666666666666666666666666666667
HFA	84	seqRead	512.0	10.632019323671497584541062801932367150
HFA	85	seqRead	512.0	11.196543559441894256569548374293769871
HFA	86	seqRead	512.0	11.815787107043374452845204934341424592
HFA	87	seqRead	512.0	12.510231343283582089552238805970149254
HFA	88	seqRead	512.0	13.274302056555269922879177377892030848
HFA	89	seqRead	512.0	14.119630452022204599524187153053132435
HFA	90	seqRead	512.0	15.057047619047619047619047619047619048
HFA	91	seqRead	512.0	16.123258964143426294820717131474103586
HFA	92	seqRead	512.0	17.442523560209424083769633507853403141
HFA	93	seqRead	512.0	19.031336065573770491803278688524590164
HFA	94	seqRead	512.0	21.016714285714285714285714285714285714
HFA	95	seqRead	512.0	23.529426545454545454545454545454545455
HFA	96	seqRead	512.0	26.797574801372721002120394103771576500
HFA	97	seqRead	512.0	31.482492950093921299134422736997127849
HFA	98	seqRead	512.0	39.151160016510731975784259768849752339
HFA	99	seqRead	512.0	57.344270244821092278719397363465160075
AFA	0	nsRead	128.0	0.000000000000000000000000000000000000
AFA	1	nsRead	128.0	0.145251818181818181818181818181818182
AFA	2	nsRead	128.0	0.240110283430232558139534883720930233
AFA	3	nsRead	128.0	0.331017006090796826925089478200807920
AFA	4	nsRead	128.0	0.403356521739130434782608695652173913
AFA	5	nsRead	128.0	0.462222222222222222222222222222222222
AFA	6	nsRead	128.0	0.510250000000000000000000000000000000
AFA	7	nsRead	128.0	0.550876892028254288597376387487386478
AFA	8	nsRead	128.0	0.586159697048161574313827032625582600
AFA	9	nsRead	128.0	0.616903737922508864959823026123166011
AFA	10	nsRead	128.0	0.643620352250489236790606653620352250
AFA	11	nsRead	128.0	0.668090909090909090909090909090909091
AFA	12	nsRead	128.0	0.690504505285045919251429561601108993
AFA	13	nsRead	128.0	0.711629242819843342036553524804177546
AFA	14	nsRead	128.0	0.732437137330754352030947775628626692
AFA	15	nsRead	128.0	0.752673228346456692913385826771653543
AFA	16	nsRead	128.0	0.771852617079889807162534435261707989
AFA	17	nsRead	128.0	0.790534415221040850587576944599888081
AFA	18	nsRead	128.0	0.809344444444444444444444444444444444
AFA	19	nsRead	128.0	0.827663838555239076419610932670747227
AFA	20	nsRead	128.0	0.845489598108747044917257683215130024
AFA	21	nsRead	128.0	0.862892857142857142857142857142857143
AFA	22	nsRead	128.0	0.879487374461979913916786226685796270
AFA	23	nsRead	128.0	0.895733937590540699267843858893543714
AFA	24	nsRead	128.0	0.911750000000000000000000000000000000
AFA	25	nsRead	128.0	0.927511350257847347737410250882982075
AFA	26	nsRead	128.0	0.942733164905833716123105190629306385
AFA	27	nsRead	128.0	0.957579850417949846018477782666080070
AFA	28	nsRead	128.0	0.972088040922925231322090801305426647
AFA	29	nsRead	128.0	0.986520161053312173044142714394874508
AFA	30	nsRead	128.0	1.000735980422569193120325371385241099
AFA	31	nsRead	128.0	1.014770629147863020971595434032386514
AFA	32	nsRead	128.0	1.028742971382722653115806365338325756
AFA	33	nsRead	128.0	1.042113818788929557567584922622487639
AFA	34	nsRead	128.0	1.055382196089156297005332968685901819
AFA	35	nsRead	128.0	1.068410641989589358010410641989589358
AFA	36	nsRead	128.0	1.081512747400201274740020127474002013
AFA	37	nsRead	128.0	1.094483870967741935483870967741935484
AFA	38	nsRead	128.0	1.107412227883645247104128133392221263
AFA	39	nsRead	128.0	1.120257142857142857142857142857142857
AFA	40	nsRead	128.0	1.133064193553799432895421217764802604
AFA	41	nsRead	128.0	1.145660000000000000000000000000000000
AFA	42	nsRead	128.0	1.158291629743433782005233048958895921
AFA	43	nsRead	128.0	1.170903011514614703277236492471213463
AFA	44	nsRead	128.0	1.183414002500446508305054474013216646
AFA	45	nsRead	128.0	1.195851851851851851851851851851851852
AFA	46	nsRead	128.0	1.208285714285714285714285714285714286
AFA	47	nsRead	128.0	1.220641769073220686123911930363543267
AFA	48	nsRead	128.0	1.233028140013726835964310226492793411
AFA	49	nsRead	128.0	1.245420892594409024031387935262383521
AFA	50	nsRead	128.0	1.257782532649253731343283582089552239
AFA	51	nsRead	128.0	1.270216673637250801617175519308518054
AFA	52	nsRead	128.0	1.282820833333333333333333333333333333
AFA	53	nsRead	128.0	1.295516949152542372881355932203389831
AFA	54	nsRead	128.0	1.308430883344571813890761968981793661
AFA	55	nsRead	128.0	1.321470977359545327494642690766794000
AFA	56	nsRead	128.0	1.334710873891803871901574090826850009
AFA	57	nsRead	128.0	1.348151291805357425899508638453003646
AFA	58	nsRead	128.0	1.361641560798548094373865698729582577
AFA	59	nsRead	128.0	1.375458079034402809505949742575607760
AFA	60	nsRead	128.0	1.389528294237962741159778142217472222
AFA	61	nsRead	128.0	1.403921298825457525266320677410543567
AFA	62	nsRead	128.0	1.418597514654161781946072684642438453
AFA	63	nsRead	128.0	1.433701698915533421858170670810763605
