model	io_type	io_size	percentile	latency	cnt	mints	maxts
AFA	nsRead	0.5	76	0.349726775956284153005464480874316940	229721	2021-11-16 00:00:00	2021-11-21 23:59:00
AFA	nsRead	0.5	77	0.353536231884057971014492753623188406	230313	2021-11-16 00:00:00	2021-11-21 23:59:00
AFA	nsRead	0.5	78	0.357569105691056910569105691056910569	230529	2021-11-16 00:00:00	2021-11-21 23:59:00
AFA	nsRead	0.5	79	0.361832666306111411573823688480259600	231225	2021-11-16 00:00:00	2021-11-21 23:59:00
AFA	nsRead	0.5	80	0.366342657342657342657342657342657343	230668	2021-11-16 00:00:00	2021-11-21 23:59:00
AFA	nsRead	0.5	81	0.371144230769230769230769230769230769	230807	2021-11-16 00:00:00	2021-11-21 23:59:00
AFA	nsRead	0.5	82	0.376215805471124620060790273556231003	231203	2021-11-16 00:00:00	2021-11-21 23:59:00
AFA	nsRead	0.5	83	0.381756944444444444444444444444444444	233180	2021-11-16 00:00:00	2021-11-21 23:59:00
AFA	nsRead	0.5	84	0.387861690176007989015104231681438023	233429	2021-11-16 00:00:00	2021-11-21 23:59:00
AFA	nsRead	0.5	85	0.394571428571428571428571428571428571	233789	2021-11-16 00:00:00	2021-11-21 23:59:00
AFA	nsRead	0.5	86	0.402064516129032258064516129032258065	236757	2021-11-16 00:00:00	2021-11-21 23:59:00
AFA	nsRead	0.5	87	0.410557247437774524158125915080527086	238676	2021-11-16 00:00:00	2021-11-21 23:59:00
AFA	nsRead	0.5	88	0.420145833333333333333333333333333333	240006	2021-11-16 00:00:00	2021-11-21 23:59:00
AFA	nsRead	0.5	89	0.431034050179211469534050179211469534	240743	2021-11-16 00:00:00	2021-11-21 23:59:00
AFA	nsRead	0.5	90	0.443625000000000000000000000000000000	241254	2021-11-16 00:00:00	2021-11-21 23:59:00
AFA	nsRead	0.5	91	0.458642857142857142857142857142857143	240144	2021-11-16 00:00:00	2021-11-21 23:59:00
AFA	nsRead	0.5	92	0.477000000000000000000000000000000000	236936	2021-11-16 00:00:00	2021-11-21 23:59:00
AFA	nsRead	0.5	93	0.500009971509971509971509971509971510	236525	2021-11-16 00:00:00	2021-11-21 23:59:00
AFA	nsRead	0.5	94	0.530333333333333333333333333333333333	235021	2021-11-16 00:00:00	2021-11-21 23:59:00
AFA	nsRead	0.5	95	0.573575811852659450198582664901487423	236728	2021-11-16 00:00:00	2021-11-21 23:59:00
AFA	nsRead	0.5	96	0.638555555555555555555555555555555556	234108	2021-11-16 00:00:00	2021-11-21 23:59:00
AFA	nsRead	0.5	97	0.750000000000000000000000000000000000	236248	2021-11-16 00:00:00	2021-11-21 23:59:00
AFA	nsRead	0.5	98	0.984707093821510297482837528604118993	234396	2021-11-16 00:00:00	2021-11-21 23:59:00
AFA	nsRead	0.5	99	1.705263573370756951144636435400403473	230452	2021-11-16 00:00:00	2021-11-21 23:59:00
AFA	nsRead	1.0	0	0.000000000000000000000000000000000000	196517	2021-11-16 00:00:00	2021-11-21 23:59:00
AFA	nsRead	1.0	1	0.042250000000000000000000000000000000	192202	2021-11-16 00:00:00	2021-11-21 23:59:00
AFA	nsRead	1.0	2	0.049000000000000000000000000000000000	194750	2021-11-16 00:00:00	2021-11-21 23:59:00
AFA	nsRead	1.0	3	0.055166666666666666666666666666666667	193321	2021-11-16 00:00:00	2021-11-21 23:59:00
AFA	nsRead	1.0	4	0.061589743589743589743589743589743590	193809	2021-11-16 00:00:00	2021-11-21 23:59:00
AFA	nsRead	1.0	5	0.068452471482889733840304182509505703	194166	2021-11-16 00:00:00	2021-11-21 23:59:00
AFA	nsRead	1.0	6	0.075991017964071856287425149700598802	191925	2021-11-16 00:00:00	2021-11-21 23:59:00
AFA	nsRead	1.0	7	0.084561643835616438356164383561643836	191813	2021-11-16 00:00:00	2021-11-21 23:59:00
AFA	nsRead	1.0	8	0.093172043010752688172043010752688172	194835	2021-11-16 00:00:00	2021-11-21 23:59:00
AFA	nsRead	1.0	9	0.102556074766355140186915887850467290	199315	2021-11-16 00:00:00	2021-11-21 23:59:00
AFA	nsRead	1.0	10	0.113261557177615571776155717761557178	197705	2021-11-16 00:00:00	2021-11-21 23:59:00
AFA	nsRead	1.0	11	0.123770833333333333333333333333333333	196130	2021-11-16 00:00:00	2021-11-21 23:59:00
AFA	nsRead	1.0	12	0.133358490566037735849056603773584906	194981	2021-11-16 00:00:00	2021-11-21 23:59:00
AFA	nsRead	1.0	13	0.142021186440677966101694915254237288	196027	2021-11-16 00:00:00	2021-11-21 23:59:00
AFA	nsRead	1.0	14	0.149905138339920948616600790513833992	195883	2021-11-16 00:00:00	2021-11-21 23:59:00
AFA	nsRead	1.0	15	0.157538461538461538461538461538461538	196585	2021-11-16 00:00:00	2021-11-21 23:59:00
AFA	nsRead	1.0	16	0.164695984703632887189292543021032505	197759	2021-11-16 00:00:00	2021-11-21 23:59:00
AFA	nsRead	1.0	17	0.171482926829268292682926829268292683	197363	2021-11-16 00:00:00	2021-11-21 23:59:00
AFA	nsRead	1.0	18	0.177904255319148936170212765957446809	197699	2021-11-16 00:00:00	2021-11-21 23:59:00
AFA	nsRead	1.0	19	0.183960600375234521575984990619136961	197140	2021-11-16 00:00:00	2021-11-21 23:59:00
AFA	nsRead	1.0	20	0.189676767676767676767676767676767677	197232	2021-11-16 00:00:00	2021-11-21 23:59:00
AFA	nsRead	1.0	21	0.195125000000000000000000000000000000	197165	2021-11-16 00:00:00	2021-11-21 23:59:00
AFA	nsRead	1.0	22	0.200321266968325791855203619909502262	197295	2021-11-16 00:00:00	2021-11-21 23:59:00
AFA	nsRead	1.0	23	0.205230251505490612823237690400283386	195542	2021-11-16 00:00:00	2021-11-21 23:59:00
AFA	nsRead	1.0	24	0.209847560975609756097560975609756098	196404	2021-11-16 00:00:00	2021-11-21 23:59:00
AFA	nsRead	1.0	25	0.214189320388349514563106796116504854	197413	2021-11-16 00:00:00	2021-11-21 23:59:00
AFA	nsRead	1.0	26	0.218359143327841845140032948929159802	198449	2021-11-16 00:00:00	2021-11-21 23:59:00
AFA	nsRead	1.0	27	0.222384615384615384615384615384615385	199435	2021-11-16 00:00:00	2021-11-21 23:59:00
AFA	nsRead	1.0	28	0.226309090909090909090909090909090909	199481	2021-11-16 00:00:00	2021-11-21 23:59:00
AFA	nsRead	1.0	29	0.230125000000000000000000000000000000	200222	2021-11-16 00:00:00	2021-11-21 23:59:00
AFA	nsRead	1.0	30	0.233849713631156930126002290950744559	200485	2021-11-16 00:00:00	2021-11-21 23:59:00
AFA	nsRead	1.0	31	0.237444444444444444444444444444444444	200374	2021-11-16 00:00:00	2021-11-21 23:59:00
AFA	nsRead	1.0	32	0.240943181818181818181818181818181818	200711	2021-11-16 00:00:00	2021-11-21 23:59:00
AFA	nsRead	1.0	33	0.244340425531914893617021276595744681	199821	2021-11-16 00:00:00	2021-11-21 23:59:00
AFA	nsRead	1.0	34	0.247694230769230769230769230769230769	199450	2021-11-16 00:00:00	2021-11-21 23:59:00
AFA	nsRead	1.0	35	0.250982142857142857142857142857142857	199307	2021-11-16 00:00:00	2021-11-21 23:59:00
AFA	nsRead	1.0	36	0.254154471544715447154471544715447154	199149	2021-11-16 00:00:00	2021-11-21 23:59:00
AFA	nsRead	1.0	37	0.257292879534258844603672189879086431	198450	2021-11-16 00:00:00	2021-11-21 23:59:00
