model	io_type	io_size	percentile	latency	mints	maxts	cnt
AFA	write	8.0	55	0.086703502415458937198067632850241546	2022-02-22 00:00:00	2022-02-25 23:59:00	367109
AFA	write	8.0	56	0.087352153110047846889952153110047847	2022-02-22 00:00:00	2022-02-25 23:59:00	367109
AFA	write	8.0	57	0.088017333333333333333333333333333333	2022-02-22 00:00:00	2022-02-25 23:59:00	367109
AFA	write	8.0	58	0.088702508960573476702508960573476703	2022-02-22 00:00:00	2022-02-25 23:59:00	367109
AFA	write	8.0	59	0.089404114325227613230379163305289847	2022-02-22 00:00:00	2022-02-25 23:59:00	367109
AFA	write	8.0	60	0.090125647138964577656675749318801090	2022-02-22 00:00:00	2022-02-25 23:59:00	367109
AFA	write	8.0	61	0.090870171673819742489270386266094421	2022-02-22 00:00:00	2022-02-25 23:59:00	367109
AFA	write	8.0	62	0.091634032449544914918876137712702810	2022-02-22 00:00:00	2022-02-25 23:59:00	367109
AFA	write	8.0	63	0.092419777846343721073742672014810244	2022-02-22 00:00:00	2022-02-25 23:59:00	367109
AFA	write	8.0	64	0.093222579211812557678504289571726424	2022-02-22 00:00:00	2022-02-25 23:59:00	367109
AFA	write	8.0	65	0.094041962556488056810845706907682376	2022-02-22 00:00:00	2022-02-25 23:59:00	367109
AFA	write	8.0	66	0.094876516773733047822983583154889365	2022-02-22 00:00:00	2022-02-25 23:59:00	367109
AFA	write	8.0	67	0.095721605465414175918018787361229718	2022-02-22 00:00:00	2022-02-25 23:59:00	367109
AFA	write	8.0	68	0.096576261357046201430504542818480572	2022-02-22 00:00:00	2022-02-25 23:59:00	367109
AFA	write	8.0	69	0.097448619564258622210461321337214431	2022-02-22 00:00:00	2022-02-25 23:59:00	367109
AFA	write	8.0	70	0.098338297872340425531914893617021277	2022-02-22 00:00:00	2022-02-25 23:59:00	367109
AFA	write	8.0	71	0.099253230684630189716799560076986527	2022-02-22 00:00:00	2022-02-25 23:59:00	367109
AFA	write	8.0	72	0.100193644629664709225232051524910021	2022-02-22 00:00:00	2022-02-25 23:59:00	367109
AFA	write	8.0	73	0.101168563685636856368563685636856369	2022-02-22 00:00:00	2022-02-25 23:59:00	367109
AFA	write	8.0	74	0.102185314155942467827403482210446631	2022-02-22 00:00:00	2022-02-25 23:59:00	367109
AFA	write	8.0	75	0.103255455962587685113016367887763055	2022-02-22 00:00:00	2022-02-25 23:59:00	367109
AFA	write	8.0	76	0.104383557607307730085453295354090954	2022-02-22 00:00:00	2022-02-25 23:59:00	367109
AFA	write	8.0	77	0.105593022731372902760238138192314631	2022-02-22 00:00:00	2022-02-25 23:59:00	367109
AFA	write	8.0	78	0.106911865847532939221822958927398478	2022-02-22 00:00:00	2022-02-25 23:59:00	367109
AFA	write	8.0	79	0.108356619718309859154929577464788732	2022-02-22 00:00:00	2022-02-25 23:59:00	367109
AFA	write	8.0	80	0.109951849361129791526563550773369200	2022-02-22 00:00:00	2022-02-25 23:59:00	367109
AFA	write	8.0	81	0.111729890861415258141100598844831863	2022-02-22 00:00:00	2022-02-25 23:59:00	367109
AFA	write	8.0	82	0.113780649496080627099664053751399776	2022-02-22 00:00:00	2022-02-25 23:59:00	367109
AFA	write	8.0	83	0.116159436008676789587852494577006508	2022-02-22 00:00:00	2022-02-25 23:59:00	367109
AFA	write	8.0	84	0.118972614107883817427385892116182573	2022-02-22 00:00:00	2022-02-25 23:59:00	367109
AFA	write	8.0	85	0.122336043761088113542282672974571260	2022-02-22 00:00:00	2022-02-25 23:59:00	367109
AFA	write	8.0	86	0.126551278005680025244556642473966551	2022-02-22 00:00:00	2022-02-25 23:59:00	367109
AFA	write	8.0	87	0.132104220499569336778639104220499569	2022-02-22 00:00:00	2022-02-25 23:59:00	367109
AFA	write	8.0	88	0.139757898918500558215354689351442798	2022-02-22 00:00:00	2022-02-25 23:59:00	367109
AFA	write	8.0	89	0.150913237588080253886289064601151095	2022-02-22 00:00:00	2022-02-25 23:59:00	367109
AFA	write	8.0	90	0.168418418875660899902888177534798403	2022-02-22 00:00:00	2022-02-25 23:59:00	367109
AFA	write	8.0	91	0.199250000000000000000000000000000000	2022-02-22 00:00:00	2022-02-25 23:59:00	367109
AFA	write	8.0	92	0.257991221991221991221991221991221991	2022-02-22 00:00:00	2022-02-25 23:59:00	367109
AFA	write	8.0	93	0.318299488677867056245434623813002191	2022-02-22 00:00:00	2022-02-25 23:59:00	367109
AFA	write	8.0	94	0.344686856402332652145740916114240144	2022-02-22 00:00:00	2022-02-25 23:59:00	367109
AFA	write	8.0	95	0.372679250106518960374946740519812527	2022-02-22 00:00:00	2022-02-25 23:59:00	367109
AFA	write	8.0	96	0.413984440454817474566128067025733094	2022-02-22 00:00:00	2022-02-25 23:59:00	367109
AFA	write	8.0	97	0.493735707637289962278939891245774751	2022-02-22 00:00:00	2022-02-25 23:59:00	367109
AFA	write	8.0	98	0.642517774653544888531833701546495280	2022-02-22 00:00:00	2022-02-25 23:59:00	367109
AFA	write	8.0	99	1.107990275526742301458670988654781199	2022-02-22 00:00:00	2022-02-25 23:59:00	367109
AFA	write	4.0	0	0.004000000000000000000000000000000000	2022-02-22 00:00:00	2022-02-25 23:59:00	371866
AFA	write	4.0	1	0.045103327045103755788029497513291031	2022-02-22 00:00:00	2022-02-25 23:59:00	371866
AFA	write	4.0	2	0.047268300073589887883641400805159950	2022-02-22 00:00:00	2022-02-25 23:59:00	371866
AFA	write	4.0	3	0.048908669536458934020753523080423798	2022-02-22 00:00:00	2022-02-25 23:59:00	371866
AFA	write	4.0	4	0.050299491760899002866538874136081459	2022-02-22 00:00:00	2022-02-25 23:59:00	371866
AFA	write	4.0	5	0.051479513317987504110489970404472213	2022-02-22 00:00:00	2022-02-25 23:59:00	371866
AFA	write	4.0	6	0.052522125477563279566127438393364302	2022-02-22 00:00:00	2022-02-25 23:59:00	371866
AFA	write	4.0	7	0.053486944211409395973154362416107383	2022-02-22 00:00:00	2022-02-25 23:59:00	371866
AFA	write	4.0	8	0.054359580052493438320209973753280840	2022-02-22 00:00:00	2022-02-25 23:59:00	371866
AFA	write	4.0	9	0.055150729615907230329065635892545174	2022-02-22 00:00:00	2022-02-25 23:59:00	371866
AFA	write	4.0	10	0.055883670317326593653468126930637461	2022-02-22 00:00:00	2022-02-25 23:59:00	371866
AFA	write	4.0	11	0.056562077732645887989627543733476495	2022-02-22 00:00:00	2022-02-25 23:59:00	371866
AFA	write	4.0	12	0.057191214470284237726098191214470284	2022-02-22 00:00:00	2022-02-25 23:59:00	371866
AFA	write	4.0	13	0.057785976209641355871567838297111171	2022-02-22 00:00:00	2022-02-25 23:59:00	371866
AFA	write	4.0	14	0.058354725495111556781148157432940587	2022-02-22 00:00:00	2022-02-25 23:59:00	371866
AFA	write	4.0	15	0.058900657276995305164319248826291080	2022-02-22 00:00:00	2022-02-25 23:59:00	371866
AFA	write	4.0	16	0.059421917283477702126607930604124705	2022-02-22 00:00:00	2022-02-25 23:59:00	371866
AFA	write	4.0	17	0.059926885704563499565200952777042610	2022-02-22 00:00:00	2022-02-25 23:59:00	371866
AFA	write	4.0	18	0.060413744891374489137448913744891374	2022-02-22 00:00:00	2022-02-25 23:59:00	371866
AFA	write	4.0	19	0.060887896049741241297144346401578614	2022-02-22 00:00:00	2022-02-25 23:59:00	371866
AFA	write	4.0	20	0.061350120212948651897647260862098575	2022-02-22 00:00:00	2022-02-25 23:59:00	371866
AFA	write	4.0	21	0.061803731926533802266510355607659242	2022-02-22 00:00:00	2022-02-25 23:59:00	371866
AFA	write	4.0	22	0.062252622601279317697228144989339019	2022-02-22 00:00:00	2022-02-25 23:59:00	371866
AFA	write	4.0	23	0.062694382931197165469565384837572933	2022-02-22 00:00:00	2022-02-25 23:59:00	371866
AFA	write	4.0	24	0.063131131925702492459120495316716939	2022-02-22 00:00:00	2022-02-25 23:59:00	371866
AFA	write	4.0	25	0.063564402810304449648711943793911007	2022-02-22 00:00:00	2022-02-25 23:59:00	371866
AFA	write	4.0	26	0.063995848273259105491602189092281563	2022-02-22 00:00:00	2022-02-25 23:59:00	371866
AFA	write	4.0	27	0.064422940285621275812775112167919267	2022-02-22 00:00:00	2022-02-25 23:59:00	371866
AFA	write	4.0	28	0.064849023411568589847610898844911266	2022-02-22 00:00:00	2022-02-25 23:59:00	371866
AFA	write	4.0	29	0.065273062277361503500798427711583344	2022-02-22 00:00:00	2022-02-25 23:59:00	371866
AFA	write	4.0	30	0.065696202531645569620253164556962025	2022-02-22 00:00:00	2022-02-25 23:59:00	371866
AFA	write	4.0	31	0.066121216964272741801909134496636494	2022-02-22 00:00:00	2022-02-25 23:59:00	371866
AFA	write	4.0	32	0.066547492767598842815814850530376085	2022-02-22 00:00:00	2022-02-25 23:59:00	371866
AFA	write	4.0	33	0.066975776331234660121651904812720094	2022-02-22 00:00:00	2022-02-25 23:59:00	371866
AFA	write	4.0	34	0.067405743103153889308973827353220967	2022-02-22 00:00:00	2022-02-25 23:59:00	371866
AFA	write	4.0	35	0.067838665333666583354161459635091227	2022-02-22 00:00:00	2022-02-25 23:59:00	371866
AFA	write	4.0	36	0.068270231517101489823039798559138281	2022-02-22 00:00:00	2022-02-25 23:59:00	371866
AFA	write	4.0	37	0.068702875614519496262374570678160145	2022-02-22 00:00:00	2022-02-25 23:59:00	371865
AFA	write	4.0	38	0.069135774309008939259488657681748069	2022-02-22 00:00:00	2022-02-25 23:59:00	371865
AFA	write	4.0	39	0.069569046259280411193603655054254712	2022-02-22 00:00:00	2022-02-25 23:59:00	371865
AFA	write	4.0	40	0.070004523312456506610995128740431454	2022-02-22 00:00:00	2022-02-25 23:59:00	371865
AFA	write	4.0	41	0.070442369020501138952164009111617312	2022-02-22 00:00:00	2022-02-25 23:59:00	371865
AFA	write	4.0	42	0.070880382775119617224880382775119617	2022-02-22 00:00:00	2022-02-25 23:59:00	371865
AFA	write	4.0	43	0.071321590864299027529858268248596478	2022-02-22 00:00:00	2022-02-25 23:59:00	371865
AFA	write	4.0	44	0.071768218973328973796067074594796581	2022-02-22 00:00:00	2022-02-25 23:59:00	371865
AFA	write	4.0	45	0.072217431475207884200800739143825069	2022-02-22 00:00:00	2022-02-25 23:59:00	371865
AFA	write	4.0	46	0.072672898465438413833687927210176090	2022-02-22 00:00:00	2022-02-25 23:59:00	371865
AFA	write	4.0	47	0.073134987635371365225547880958471902	2022-02-22 00:00:00	2022-02-25 23:59:00	371865
