model	io_type	io_size	percentile	latency	mints	maxts	cnt
AFA	write	4.0	48	0.073605223367697594501718213058419244	2022-02-22 00:00:00	2022-02-25 23:59:00	371865
AFA	write	4.0	49	0.074084531281060971800187430778405702	2022-02-22 00:00:00	2022-02-25 23:59:00	371865
AFA	write	4.0	50	0.074575000000000000000000000000000000	2022-02-22 00:00:00	2022-02-25 23:59:00	371865
AFA	write	4.0	51	0.075075075614017492834483159055999240	2022-02-22 00:00:00	2022-02-25 23:59:00	371865
AFA	write	4.0	52	0.075586418365708781505859688553539894	2022-02-22 00:00:00	2022-02-25 23:59:00	371865
AFA	write	4.0	53	0.076112604683070789701904034585862770	2022-02-22 00:00:00	2022-02-25 23:59:00	371865
AFA	write	4.0	54	0.076656647023077684034991026130212970	2022-02-22 00:00:00	2022-02-25 23:59:00	371865
AFA	write	4.0	55	0.077218181818181818181818181818181818	2022-02-22 00:00:00	2022-02-25 23:59:00	371865
AFA	write	4.0	56	0.077796023282491396524620809788843098	2022-02-22 00:00:00	2022-02-25 23:59:00	371865
AFA	write	4.0	57	0.078388596926127912741695587506197323	2022-02-22 00:00:00	2022-02-25 23:59:00	371865
AFA	write	4.0	58	0.078999337894504524387552416685058486	2022-02-22 00:00:00	2022-02-25 23:59:00	371865
AFA	write	4.0	59	0.079623563218390804597701149425287356	2022-02-22 00:00:00	2022-02-25 23:59:00	371865
AFA	write	4.0	60	0.080266591038003403289846851956891662	2022-02-22 00:00:00	2022-02-25 23:59:00	371865
AFA	write	4.0	61	0.080929419417791510814766628720117092	2022-02-22 00:00:00	2022-02-25 23:59:00	371865
AFA	write	4.0	62	0.081605479452054794520547945205479452	2022-02-22 00:00:00	2022-02-25 23:59:00	371865
AFA	write	4.0	63	0.082302231237322515212981744421906694	2022-02-22 00:00:00	2022-02-25 23:59:00	371865
AFA	write	4.0	64	0.083012084592145015105740181268882175	2022-02-22 00:00:00	2022-02-25 23:59:00	371865
AFA	write	4.0	65	0.083740905971173644474948524365133837	2022-02-22 00:00:00	2022-02-25 23:59:00	371865
AFA	write	4.0	66	0.084485436893203883495145631067961165	2022-02-22 00:00:00	2022-02-25 23:59:00	371865
AFA	write	4.0	67	0.085248967640213229221413018995420077	2022-02-22 00:00:00	2022-02-25 23:59:00	371865
AFA	write	4.0	68	0.086029463124651681218651309678617871	2022-02-22 00:00:00	2022-02-25 23:59:00	371865
AFA	write	4.0	69	0.086829782059676363296230474230661304	2022-02-22 00:00:00	2022-02-25 23:59:00	371865
AFA	write	4.0	70	0.087640126170904224813611164213343529	2022-02-22 00:00:00	2022-02-25 23:59:00	371865
AFA	write	4.0	71	0.088464435146443514644351464435146444	2022-02-22 00:00:00	2022-02-25 23:59:00	371865
AFA	write	4.0	72	0.089304718383926304718383926304718384	2022-02-22 00:00:00	2022-02-25 23:59:00	371865
AFA	write	4.0	73	0.090169057298458234256347319168520365	2022-02-22 00:00:00	2022-02-25 23:59:00	371865
AFA	write	4.0	74	0.091066138165345413363533408833522084	2022-02-22 00:00:00	2022-02-25 23:59:00	371865
AFA	write	4.0	75	0.092007682822725979322773404154415252	2022-02-22 00:00:00	2022-02-25 23:59:00	371865
AFA	write	4.0	76	0.092999438546345447121273989383421805	2022-02-22 00:00:00	2022-02-25 23:59:00	371865
AFA	write	4.0	77	0.094039299647920829764963364734989057	2022-02-22 00:00:00	2022-02-25 23:59:00	371865
AFA	write	4.0	78	0.095159852024922118380062305295950156	2022-02-22 00:00:00	2022-02-25 23:59:00	371865
AFA	write	4.0	79	0.096361842105263157894736842105263158	2022-02-22 00:00:00	2022-02-25 23:59:00	371865
AFA	write	4.0	80	0.097662949194547707558859975216852540	2022-02-22 00:00:00	2022-02-25 23:59:00	371865
AFA	write	4.0	81	0.099078561006748130585445923764362575	2022-02-22 00:00:00	2022-02-25 23:59:00	371865
AFA	write	4.0	82	0.100643355301042933009149657687631966	2022-02-22 00:00:00	2022-02-25 23:59:00	371865
AFA	write	4.0	83	0.102419659087915272545248570751113102	2022-02-22 00:00:00	2022-02-25 23:59:00	371865
AFA	write	4.0	84	0.104501239449920321076550787936020776	2022-02-22 00:00:00	2022-02-25 23:59:00	371865
AFA	write	4.0	85	0.107000000000000000000000000000000000	2022-02-22 00:00:00	2022-02-25 23:59:00	371865
AFA	write	4.0	86	0.109943760984182776801405975395430580	2022-02-22 00:00:00	2022-02-25 23:59:00	371865
AFA	write	4.0	87	0.113666666666666666666666666666666667	2022-02-22 00:00:00	2022-02-25 23:59:00	371865
AFA	write	4.0	88	0.118749529898458066942459571267393757	2022-02-22 00:00:00	2022-02-25 23:59:00	371865
AFA	write	4.0	89	0.126201337003539127015336217066456941	2022-02-22 00:00:00	2022-02-25 23:59:00	371865
AFA	write	4.0	90	0.138066838969773777329834050154174691	2022-02-22 00:00:00	2022-02-25 23:59:00	371865
AFA	write	4.0	91	0.159329143941190419729665639079914631	2022-02-22 00:00:00	2022-02-25 23:59:00	371865
AFA	write	4.0	92	0.205940097485890200102616726526423807	2022-02-22 00:00:00	2022-02-25 23:59:00	371865
AFA	write	4.0	93	0.278277962874821513564969062351261304	2022-02-22 00:00:00	2022-02-25 23:59:00	371865
AFA	write	4.0	94	0.303058813383925491548809934460158675	2022-02-22 00:00:00	2022-02-25 23:59:00	371865
AFA	write	4.0	95	0.326623935168937242765529783364706633	2022-02-22 00:00:00	2022-02-25 23:59:00	371865
AFA	write	4.0	96	0.361033138401559454191033138401559454	2022-02-22 00:00:00	2022-02-25 23:59:00	371865
AFA	write	4.0	97	0.422549289477265216461577341031472950	2022-02-22 00:00:00	2022-02-25 23:59:00	371865
AFA	write	4.0	98	0.546022577478614500070116393212733137	2022-02-22 00:00:00	2022-02-25 23:59:00	371865
AFA	write	4.0	99	0.874852444829078321073128515794028559	2022-02-22 00:00:00	2022-02-25 23:59:00	371865
