model	io_type	io_size	percentile	latency	mints	maxts	cnt
AFA	nsRead	128.0	89	2.148324488124488124488124488124488124	2022-02-26 00:00:00	2022-03-07 23:59:00	689712
AFA	nsRead	128.0	90	2.224590551181102362204724409448818898	2022-02-26 00:00:00	2022-03-07 23:59:00	689712
AFA	nsRead	128.0	91	2.313000000000000000000000000000000000	2022-02-26 00:00:00	2022-03-07 23:59:00	689712
AFA	nsRead	128.0	92	2.418621396774428957162665109829964241	2022-02-26 00:00:00	2022-03-07 23:59:00	689712
AFA	nsRead	128.0	93	2.550412857785104151056496328487936460	2022-02-26 00:00:00	2022-03-07 23:59:00	689712
AFA	nsRead	128.0	94	2.724290924720618936509885791477342503	2022-02-26 00:00:00	2022-03-07 23:59:00	689712
AFA	nsRead	128.0	95	2.971750000000000000000000000000000000	2022-02-26 00:00:00	2022-03-07 23:59:00	689712
AFA	nsRead	128.0	96	3.342768336964415395787944807552650690	2022-02-26 00:00:00	2022-03-07 23:59:00	689712
AFA	nsRead	128.0	97	3.963271989429973574933937334843337108	2022-02-26 00:00:00	2022-03-07 23:59:00	689712
AFA	nsRead	128.0	98	5.142268693009118541033434650455927052	2022-02-26 00:00:00	2022-03-07 23:59:00	689712
AFA	nsRead	128.0	99	8.113552631578947368421052631578947368	2022-02-26 00:00:00	2022-03-07 23:59:00	689712
AFA	write	2.0	0	0.000000000000000000000000000000000000	2022-02-26 00:00:00	2022-03-07 23:59:00	852951
AFA	write	2.0	1	0.048088235294117647058823529411764706	2022-02-26 00:00:00	2022-03-07 23:59:00	852951
AFA	write	2.0	2	0.050459943449575871819038642789820924	2022-02-26 00:00:00	2022-03-07 23:59:00	852951
AFA	write	2.0	3	0.052095680562531391260673028628829734	2022-02-26 00:00:00	2022-03-07 23:59:00	852951
AFA	write	2.0	4	0.053484398216939078751857355126300149	2022-02-26 00:00:00	2022-03-07 23:59:00	852951
AFA	write	2.0	5	0.054725226658183553364084619055193256	2022-02-26 00:00:00	2022-03-07 23:59:00	852951
AFA	write	2.0	6	0.055830357142857142857142857142857143	2022-02-26 00:00:00	2022-03-07 23:59:00	852951
AFA	write	2.0	7	0.056807259528130671506352087114337568	2022-02-26 00:00:00	2022-03-07 23:59:00	852951
AFA	write	2.0	8	0.057695885407749814529475546424698967	2022-02-26 00:00:00	2022-03-07 23:59:00	852951
AFA	write	2.0	9	0.058522522522522522522522522522522523	2022-02-26 00:00:00	2022-03-07 23:59:00	852951
AFA	write	2.0	10	0.059299630086313193588162762022194821	2022-02-26 00:00:00	2022-03-07 23:59:00	852951
AFA	write	2.0	11	0.060022350353682458538905070439279558	2022-02-26 00:00:00	2022-03-07 23:59:00	852951
AFA	write	2.0	12	0.060711711711711711711711711711711712	2022-02-26 00:00:00	2022-03-07 23:59:00	852951
AFA	write	2.0	13	0.061356050955414012738853503184713376	2022-02-26 00:00:00	2022-03-07 23:59:00	852951
AFA	write	2.0	14	0.061982256596906278434940855323020928	2022-02-26 00:00:00	2022-03-07 23:59:00	852951
AFA	write	2.0	15	0.062569620253164556962025316455696203	2022-02-26 00:00:00	2022-03-07 23:59:00	852951
AFA	write	2.0	16	0.063141379310344827586206896551724138	2022-02-26 00:00:00	2022-03-07 23:59:00	852951
AFA	write	2.0	17	0.063698039215686274509803921568627451	2022-02-26 00:00:00	2022-03-07 23:59:00	852951
AFA	write	2.0	18	0.064234113712374581939799331103678930	2022-02-26 00:00:00	2022-03-07 23:59:00	852951
AFA	write	2.0	19	0.064757739938080495356037151702786378	2022-02-26 00:00:00	2022-03-07 23:59:00	852951
AFA	write	2.0	20	0.065261904761904761904761904761904762	2022-02-26 00:00:00	2022-03-07 23:59:00	852951
AFA	write	2.0	21	0.065757281553398058252427184466019417	2022-02-26 00:00:00	2022-03-07 23:59:00	852951
AFA	write	2.0	22	0.066237630503858374943259192010894235	2022-02-26 00:00:00	2022-03-07 23:59:00	852951
AFA	write	2.0	23	0.066713197969543147208121827411167513	2022-02-26 00:00:00	2022-03-07 23:59:00	852951
AFA	write	2.0	24	0.067178496430071398572028559428811424	2022-02-26 00:00:00	2022-03-07 23:59:00	852951
AFA	write	2.0	25	0.067643196955280685061845861084681256	2022-02-26 00:00:00	2022-03-07 23:59:00	852951
AFA	write	2.0	26	0.068100591715976331360946745562130178	2022-02-26 00:00:00	2022-03-07 23:59:00	852951
AFA	write	2.0	27	0.068561576354679802955665024630541872	2022-02-26 00:00:00	2022-03-07 23:59:00	852951
AFA	write	2.0	28	0.069015851325498770155780267832741186	2022-02-26 00:00:00	2022-03-07 23:59:00	852951
AFA	write	2.0	29	0.069479302832244008714596949891067538	2022-02-26 00:00:00	2022-03-07 23:59:00	852951
AFA	write	2.0	30	0.069938737040527803958529688972667295	2022-02-26 00:00:00	2022-03-07 23:59:00	852951
AFA	write	2.0	31	0.070391225278472380086383268924755626	2022-02-26 00:00:00	2022-03-07 23:59:00	852951
AFA	write	2.0	32	0.070848990104378473634268672902263793	2022-02-26 00:00:00	2022-03-07 23:59:00	852951
AFA	write	2.0	33	0.071302801724137931034482758620689655	2022-02-26 00:00:00	2022-03-07 23:59:00	852951
AFA	write	2.0	34	0.071759036144578313253012048192771084	2022-02-26 00:00:00	2022-03-07 23:59:00	852951
AFA	write	2.0	35	0.072212492702860478692352597781669586	2022-02-26 00:00:00	2022-03-07 23:59:00	852951
AFA	write	2.0	36	0.072669756662804171494785631517960603	2022-02-26 00:00:00	2022-03-07 23:59:00	852951
AFA	write	2.0	37	0.073126748251748251748251748251748252	2022-02-26 00:00:00	2022-03-07 23:59:00	852951
AFA	write	2.0	38	0.073590715971675845790715971675845791	2022-02-26 00:00:00	2022-03-07 23:59:00	852951
AFA	write	2.0	39	0.074052623820754716981132075471698113	2022-02-26 00:00:00	2022-03-07 23:59:00	852951
AFA	write	2.0	40	0.074523569023569023569023569023569024	2022-02-26 00:00:00	2022-03-07 23:59:00	852951
AFA	write	2.0	41	0.075000000000000000000000000000000000	2022-02-26 00:00:00	2022-03-07 23:59:00	852951
AFA	write	2.0	42	0.075476772616136919315403422982885086	2022-02-26 00:00:00	2022-03-07 23:59:00	852951
AFA	write	2.0	43	0.075963773584905660377358490566037736	2022-02-26 00:00:00	2022-03-07 23:59:00	852950
AFA	write	2.0	44	0.076451612903225806451612903225806452	2022-02-26 00:00:00	2022-03-07 23:59:00	852950
AFA	write	2.0	45	0.076952747252747252747252747252747253	2022-02-26 00:00:00	2022-03-07 23:59:00	852950
AFA	write	2.0	46	0.077454545454545454545454545454545455	2022-02-26 00:00:00	2022-03-07 23:59:00	852950
AFA	write	2.0	47	0.077970802919708029197080291970802920	2022-02-26 00:00:00	2022-03-07 23:59:00	852950
AFA	write	2.0	48	0.078490609650390060676105171915631320	2022-02-26 00:00:00	2022-03-07 23:59:00	852950
AFA	write	2.0	49	0.079014234875444839857651245551601423	2022-02-26 00:00:00	2022-03-07 23:59:00	852950
AFA	write	2.0	50	0.079559542857142857142857142857142857	2022-02-26 00:00:00	2022-03-07 23:59:00	852950
AFA	write	2.0	51	0.080107981220657276995305164319248826	2022-02-26 00:00:00	2022-03-07 23:59:00	852950
AFA	write	2.0	52	0.080671717171717171717171717171717172	2022-02-26 00:00:00	2022-03-07 23:59:00	852950
AFA	write	2.0	53	0.081244791666666666666666666666666667	2022-02-26 00:00:00	2022-03-07 23:59:00	852950
AFA	write	2.0	54	0.081831858854456296446084626661948334	2022-02-26 00:00:00	2022-03-07 23:59:00	852950
AFA	write	2.0	55	0.082427230046948356807511737089201878	2022-02-26 00:00:00	2022-03-07 23:59:00	852950
AFA	write	2.0	56	0.083031250000000000000000000000000000	2022-02-26 00:00:00	2022-03-07 23:59:00	852950
AFA	write	2.0	57	0.083659563673262303399289700659563673	2022-02-26 00:00:00	2022-03-07 23:59:00	852950
AFA	write	2.0	58	0.084293040293040293040293040293040293	2022-02-26 00:00:00	2022-03-07 23:59:00	852950
AFA	write	2.0	59	0.084950276243093922651933701657458564	2022-02-26 00:00:00	2022-03-07 23:59:00	852950
AFA	write	2.0	60	0.085614400000000000000000000000000000	2022-02-26 00:00:00	2022-03-07 23:59:00	852950
AFA	write	2.0	61	0.086301432426821673240606186423084908	2022-02-26 00:00:00	2022-03-07 23:59:00	852950
AFA	write	2.0	62	0.087000000000000000000000000000000000	2022-02-26 00:00:00	2022-03-07 23:59:00	852950
AFA	write	2.0	63	0.087725177621024217576205149099798823	2022-02-26 00:00:00	2022-03-07 23:59:00	852950
AFA	write	2.0	64	0.088456187290969899665551839464882943	2022-02-26 00:00:00	2022-03-07 23:59:00	852950
AFA	write	2.0	65	0.089198575244879786286731967943009795	2022-02-26 00:00:00	2022-03-07 23:59:00	852950
AFA	write	2.0	66	0.089960665658093797276853252647503782	2022-02-26 00:00:00	2022-03-07 23:59:00	852950
AFA	write	2.0	67	0.090725590299936183790682833439693682	2022-02-26 00:00:00	2022-03-07 23:59:00	852950
AFA	write	2.0	68	0.091501831501831501831501831501831502	2022-02-26 00:00:00	2022-03-07 23:59:00	852950
AFA	write	2.0	69	0.092295423774708908746276739777958299	2022-02-26 00:00:00	2022-03-07 23:59:00	852950
AFA	write	2.0	70	0.093098859315589353612167300380228137	2022-02-26 00:00:00	2022-03-07 23:59:00	852950
AFA	write	2.0	71	0.093932098765432098765432098765432099	2022-02-26 00:00:00	2022-03-07 23:59:00	852950
AFA	write	2.0	72	0.094781997187060478199718706047819972	2022-02-26 00:00:00	2022-03-07 23:59:00	852950
AFA	write	2.0	73	0.095665505226480836236933797909407666	2022-02-26 00:00:00	2022-03-07 23:59:00	852950
AFA	write	2.0	74	0.096578947368421052631578947368421053	2022-02-26 00:00:00	2022-03-07 23:59:00	852950
AFA	write	2.0	75	0.097530303030303030303030303030303030	2022-02-26 00:00:00	2022-03-07 23:59:00	852950
AFA	write	2.0	76	0.098520496894409937888198757763975155	2022-02-26 00:00:00	2022-03-07 23:59:00	852950
AFA	write	2.0	77	0.099558757062146892655367231638418079	2022-02-26 00:00:00	2022-03-07 23:59:00	852950
AFA	write	2.0	78	0.100652173913043478260869565217391304	2022-02-26 00:00:00	2022-03-07 23:59:00	852950
AFA	write	2.0	79	0.101803571428571428571428571428571429	2022-02-26 00:00:00	2022-03-07 23:59:00	852950
AFA	write	2.0	80	0.103015915119363395225464190981432361	2022-02-26 00:00:00	2022-03-07 23:59:00	852950
AFA	write	2.0	81	0.104334937439846005774783445620789220	2022-02-26 00:00:00	2022-03-07 23:59:00	852950
AFA	write	2.0	82	0.105771481942714819427148194271481943	2022-02-26 00:00:00	2022-03-07 23:59:00	852950
AFA	write	2.0	83	0.107362519544337726155907974089792272	2022-02-26 00:00:00	2022-03-07 23:59:00	852950
AFA	write	2.0	84	0.109173968660057563159577870163095619	2022-02-26 00:00:00	2022-03-07 23:59:00	852950
AFA	write	2.0	85	0.111277777777777777777777777777777778	2022-02-26 00:00:00	2022-03-07 23:59:00	852950
AFA	write	2.0	86	0.113748000000000000000000000000000000	2022-02-26 00:00:00	2022-03-07 23:59:00	852950
AFA	write	2.0	87	0.116735754539762053850970569818409518	2022-02-26 00:00:00	2022-03-07 23:59:00	852950
AFA	write	2.0	88	0.120528928704740574841358715938783128	2022-02-26 00:00:00	2022-03-07 23:59:00	852950
AFA	write	2.0	89	0.125545081967213114754098360655737705	2022-02-26 00:00:00	2022-03-07 23:59:00	852950
AFA	write	2.0	90	0.132822115384615384615384615384615385	2022-02-26 00:00:00	2022-03-07 23:59:00	852950
AFA	write	2.0	91	0.145000000000000000000000000000000000	2022-02-26 00:00:00	2022-03-07 23:59:00	852950
AFA	write	2.0	92	0.169855872245805538710329492621790984	2022-02-26 00:00:00	2022-03-07 23:59:00	852950
AFA	write	2.0	93	0.240727326703280391865815644945821582	2022-02-26 00:00:00	2022-03-07 23:59:00	852950
AFA	write	2.0	94	0.296826873385012919896640826873385013	2022-02-26 00:00:00	2022-03-07 23:59:00	852950
AFA	write	2.0	95	0.321078651685393258426966292134831461	2022-02-26 00:00:00	2022-03-07 23:59:00	852950
AFA	write	2.0	96	0.350904958677685950413223140495867769	2022-02-26 00:00:00	2022-03-07 23:59:00	852950
AFA	write	2.0	97	0.405081372820370882922778854137835594	2022-02-26 00:00:00	2022-03-07 23:59:00	852950
AFA	write	2.0	98	0.515000000000000000000000000000000000	2022-02-26 00:00:00	2022-03-07 23:59:00	852950
AFA	write	2.0	99	0.800553002682809382953841920616358258	2022-02-26 00:00:00	2022-03-07 23:59:00	852950
AFA	seqRead	16.0	0	0.001000000000000000000000000000000000	2022-02-26 00:00:00	2022-03-07 23:59:00	623095
AFA	seqRead	16.0	1	0.009711090714394982407832338993422059	2022-02-26 00:00:00	2022-03-07 23:59:00	623095
AFA	seqRead	16.0	2	0.015250000000000000000000000000000000	2022-02-26 00:00:00	2022-03-07 23:59:00	623095
AFA	seqRead	16.0	3	0.022381312041432887354337505394907208	2022-02-26 00:00:00	2022-03-07 23:59:00	623095
AFA	seqRead	16.0	4	0.030018882175226586102719033232628399	2022-02-26 00:00:00	2022-03-07 23:59:00	623095
AFA	seqRead	16.0	5	0.037684210526315789473684210526315789	2022-02-26 00:00:00	2022-03-07 23:59:00	623095
AFA	seqRead	16.0	6	0.044879432624113475177304964539007092	2022-02-26 00:00:00	2022-03-07 23:59:00	623095
AFA	seqRead	16.0	7	0.051157303370786516853932584269662921	2022-02-26 00:00:00	2022-03-07 23:59:00	623095
AFA	seqRead	16.0	8	0.057125000000000000000000000000000000	2022-02-26 00:00:00	2022-03-07 23:59:00	623095
AFA	seqRead	16.0	9	0.063227272727272727272727272727272727	2022-02-26 00:00:00	2022-03-07 23:59:00	623095
AFA	seqRead	16.0	10	0.069166666666666666666666666666666667	2022-02-26 00:00:00	2022-03-07 23:59:00	623095
AFA	seqRead	16.0	11	0.075118353344768439108061749571183533	2022-02-26 00:00:00	2022-03-07 23:59:00	623095
AFA	seqRead	16.0	12	0.081077500000000000000000000000000000	2022-02-26 00:00:00	2022-03-07 23:59:00	623095
AFA	seqRead	16.0	13	0.086785942492012779552715654952076677	2022-02-26 00:00:00	2022-03-07 23:59:00	623095
AFA	seqRead	16.0	14	0.092310984308131241084165477888730385	2022-02-26 00:00:00	2022-03-07 23:59:00	623095
AFA	seqRead	16.0	15	0.097981132075471698113207547169811321	2022-02-26 00:00:00	2022-03-07 23:59:00	623095
AFA	seqRead	16.0	16	0.103796455117209834190966266437964551	2022-02-26 00:00:00	2022-03-07 23:59:00	623095
AFA	seqRead	16.0	17	0.109750000000000000000000000000000000	2022-02-26 00:00:00	2022-03-07 23:59:00	623095
AFA	seqRead	16.0	18	0.115818181818181818181818181818181818	2022-02-26 00:00:00	2022-03-07 23:59:00	623095
AFA	seqRead	16.0	19	0.121959459459459459459459459459459459	2022-02-26 00:00:00	2022-03-07 23:59:00	623095
AFA	seqRead	16.0	20	0.128074611398963730569948186528497409	2022-02-26 00:00:00	2022-03-07 23:59:00	623095
AFA	seqRead	16.0	21	0.134205692108667529107373868046571798	2022-02-26 00:00:00	2022-03-07 23:59:00	623095
AFA	seqRead	16.0	22	0.140368421052631578947368421052631579	2022-02-26 00:00:00	2022-03-07 23:59:00	623095
AFA	seqRead	16.0	23	0.146500000000000000000000000000000000	2022-02-26 00:00:00	2022-03-07 23:59:00	623095
AFA	seqRead	16.0	24	0.152521753515301902398676592224979322	2022-02-26 00:00:00	2022-03-07 23:59:00	623095
AFA	seqRead	16.0	25	0.158538461538461538461538461538461538	2022-02-26 00:00:00	2022-03-07 23:59:00	623095
AFA	seqRead	16.0	26	0.164573943661971830985915492957746479	2022-02-26 00:00:00	2022-03-07 23:59:00	623095
AFA	seqRead	16.0	27	0.170582278481012658227848101265822785	2022-02-26 00:00:00	2022-03-07 23:59:00	623095
AFA	seqRead	16.0	28	0.176500000000000000000000000000000000	2022-02-26 00:00:00	2022-03-07 23:59:00	623095
AFA	seqRead	16.0	29	0.182401437986818454164170161773517076	2022-02-26 00:00:00	2022-03-07 23:59:00	623095
AFA	seqRead	16.0	30	0.188193548387096774193548387096774194	2022-02-26 00:00:00	2022-03-07 23:59:00	623095
AFA	seqRead	16.0	31	0.193767214150347441566645609602021478	2022-02-26 00:00:00	2022-03-07 23:59:00	623095
AFA	seqRead	16.0	32	0.199047619047619047619047619047619048	2022-02-26 00:00:00	2022-03-07 23:59:00	623095
AFA	seqRead	16.0	33	0.204161383285302593659942363112391931	2022-02-26 00:00:00	2022-03-07 23:59:00	623095
AFA	seqRead	16.0	34	0.208925178147268408551068883610451306	2022-02-26 00:00:00	2022-03-07 23:59:00	623095
AFA	seqRead	16.0	35	0.213353281853281853281853281853281853	2022-02-26 00:00:00	2022-03-07 23:59:00	623095
AFA	seqRead	16.0	36	0.217500000000000000000000000000000000	2022-02-26 00:00:00	2022-03-07 23:59:00	623095
AFA	seqRead	16.0	37	0.221231811230063360279659165392178283	2022-02-26 00:00:00	2022-03-07 23:59:00	623095
AFA	seqRead	16.0	38	0.224750000000000000000000000000000000	2022-02-26 00:00:00	2022-03-07 23:59:00	623095
AFA	seqRead	16.0	39	0.228027777777777777777777777777777778	2022-02-26 00:00:00	2022-03-07 23:59:00	623095
